id_„ÓÓ‰‡;√ÓÓ‰;ƒ‡Ú‡;“ÂÏÔÂ‡ÚÛ‡;id_ÔÓ„Ó‰˚
488730;Staromyshastovskaya;2018-10-26 22:52:43+03:00;9;801
488777;Starokucherganovka;2018-10-26 22:52:44+03:00;7;800
488839;Starodzhereliyevskaya;2018-10-26 22:49:15+03:00;9;801
488864;Starocherkasskaya;2018-10-26 22:52:44+03:00;4;800
488881;Starobaltachevo;2018-10-26 22:52:44+03:00;2;801
488946;Staritsa;2018-10-26 22:52:44+03:00;0;804
488996;Starbeyevo;2018-10-26 22:59:51+03:00;1;800
489043;Staraya Toropa;2018-10-26 22:52:45+03:00;2;500
489057;Staraya Sunzha;2018-10-26 22:52:45+03:00;5;802
489063;Staraya Stanitsa;2018-10-26 22:52:45+03:00;8;804
489135;Staraya Mayna;2018-10-26 22:52:45+03:00;2;802
489164;Staraya Kulatka;2018-10-26 22:52:46+03:00;0;803
489271;Star;2018-10-26 22:49:18+03:00;1;803
489290;Stanovoye;2018-10-26 22:52:46+03:00;0;804
489393;Srednyaya Yelyuzan;2018-10-26 22:52:46+03:00;2;500
489655;Spokoynaya;2018-10-26 22:52:46+03:00;5;500
489671;Spitsevka;2018-10-26 22:52:47+03:00;7;802
489686;Spirovo;2018-10-26 22:52:47+03:00;0;802
489701;Spiridonovka;2018-10-26 22:52:47+03:00;5;802
489743;Spasskoye-Lutovinovo;2018-10-26 22:52:47+03:00;1;803
489778;Spasskoye;2018-10-26 22:52:48+03:00;0;802
489868;Spas-Demensk;2018-10-26 22:52:48+03:00;1;804
489910;Sozimskiy;2018-10-26 22:52:48+03:00;-1;803
489990;Sovetskoye;2018-10-26 22:52:49+03:00;3;800
489994;Sovetskoye;2018-10-26 22:52:49+03:00;5;500
489997;Kashkhatau;2018-10-26 22:52:49+03:00;7;803
489998;Shatoy;2018-10-26 22:52:49+03:00;-3;804
489999;Khebda;2018-10-26 22:52:50+03:00;0;500
490039;Sovetskiy;2018-10-26 22:52:50+03:00;0;800
490040;Sovetskiy;2018-10-26 22:52:50+03:00;0;804
490064;Sovetskaya;2018-10-26 22:52:51+03:00;0;803
490066;Sovetskaya;2018-10-26 22:52:51+03:00;7;803
490108;Sotnikovskoye;2018-10-26 22:52:51+03:00;4;802
490211;Sosnovoborsk;2018-10-26 22:52:51+03:00;0;803
490213;Sosnovo;2018-10-26 22:52:52+03:00;-2;801
490300;Sosnovka;2018-10-26 22:52:52+03:00;0;803
490323;Sosnovka;2018-10-26 22:52:52+03:00;1;804
490425;Soskovo;2018-10-26 22:52:52+03:00;1;803
490466;Sortavala;2018-10-26 22:49:22+03:00;-3;800
490510;Sorokino;2018-10-26 22:59:54+03:00;1;800
490637;Sonkovo;2018-10-26 22:52:53+03:00;0;801
490683;Somovo;2018-10-26 22:52:53+03:00;1;803
490737;Solyanka;2018-10-26 22:52:53+03:00;7;800
490743;Solvychegodsk;2018-10-26 22:52:53+03:00;0;804
490914;Solomenskoye;2018-10-26 22:52:54+03:00;6;803
490936;Solokhaul;2018-10-26 22:48:56+03:00;9;803
490976;Solntsevo;2018-10-26 22:52:54+03:00;3;803
490993;Solnechnoye;2018-10-26 22:52:54+03:00;2;803
491029;Solginskiy;2018-10-26 22:52:54+03:00;0;803
491085;Soldato-Aleksandrovskoye;2018-10-26 22:52:55+03:00;4;801
491145;Sokolskoye;2018-10-26 22:52:55+03:00;1;803
491155;Sokolovyy;2018-10-26 22:52:55+03:00;3;800
491158;Sokolovskoye;2018-10-26 22:52:55+03:00;8;803
491171;Sokolovo-Kundryuchenskiy;2018-10-26 22:52:56+03:00;4;803
491250;Sokolíniki;2018-10-26 22:59:50+03:00;1;800
491422;Sochi;2018-10-26 22:51:00+03:00;9;803
491576;Smyshlyayevka;2018-10-26 22:52:56+03:00;5;802
491660;Smolino;2018-10-26 22:52:56+03:00;1;804
491685;Smolenskaya;2018-10-26 22:52:56+03:00;9;801
491687;Smolensk;2018-10-26 22:48:54+03:00;2;804
491882;Slobodskoy;2018-10-26 22:49:22+03:00;0;804
492042;Sloboda;2018-10-26 22:52:57+03:00;2;804
492218;Skuratovskiy;2018-10-26 22:52:57+03:00;0;803
492271;Skripovo;2018-10-26 22:59:50+03:00;1;803
492351;Skorodnoye;2018-10-26 22:52:57+03:00;4;803
492579;Siverskiy;2018-10-26 22:52:58+03:00;2;803
492596;Siukh;2018-10-26 22:52:58+03:00;0;500
492633;Sitniki;2018-10-26 22:52:58+03:00;1;804
492657;Sista-Palkino;2018-10-26 22:52:58+03:00;3;801
492853;Sinegorskiy;2018-10-26 22:52:59+03:00;4;500
492860;Sindor;2018-10-26 22:52:59+03:00;-1;803
492970;Silikatnyy;2018-10-26 22:52:59+03:00;2;803
493040;Sigayevo;2018-10-26 22:52:59+03:00;3;803
493201;Shuyskoye;2018-10-26 22:53:00+03:00;0;804
493228;Shuya;2018-10-26 22:53:00+03:00;1;800
493394;Shunga;2018-10-26 22:53:00+03:00;1;802
493405;Shumyachi;2018-10-26 22:53:00+03:00;2;500
493452;Shumikhinskiy;2018-10-26 22:53:01+03:00;3;500
493566;Shugurovo;2018-10-26 22:53:01+03:00;1;802
493600;Shudayag;2018-10-26 22:53:01+03:00;-1;804
493721;Shovgenovskiy;2018-10-26 22:53:01+03:00;8;803
493795;Shonguy;2018-10-26 22:53:02+03:00;-1;620
493839;Sholokhovskiy;2018-10-26 22:53:02+03:00;4;500
493866;Kvartsitnyy;2018-10-26 22:53:02+03:00;1;800
493997;Shkurinskaya;2018-10-26 22:53:02+03:00;6;801
494199;Shirokovskiy;2018-10-26 22:53:03+03:00;3;500
494249;Shirochanka;2018-10-26 22:53:03+03:00;8;800
494275;Shiringushi;2018-10-26 22:53:03+03:00;1;804
494304;Shipitsyno;2018-10-26 22:53:03+03:00;0;804
494366;Shimsk;2018-10-26 22:53:04+03:00;0;801
494378;Shimorskoye;2018-10-26 22:53:04+03:00;-1;803
494427;Shilovo;2018-10-26 22:49:22+03:00;0;802
494430;Shilovo;2018-10-26 22:53:04+03:00;1;803
494514;Shikhazany;2018-10-26 22:53:05+03:00;1;802
494519;Shikhany;2018-10-26 22:53:05+03:00;2;802
494531;Shigony;2018-10-26 22:53:05+03:00;0;800
494806;Sheremetyevskiy;2018-10-26 22:48:35+03:00;1;800
494877;Shentala;2018-10-26 22:53:05+03:00;2;802
494884;Shenkursk;2018-10-26 22:53:06+03:00;0;804
494900;Shemysheyka;2018-10-26 22:53:09+03:00;1;802
494920;Shemursha;2018-10-26 22:53:09+03:00;0;802
494970;Sheltozero;2018-10-26 22:53:10+03:00;1;500
495000;Shelkovskaya;2018-10-26 22:53:10+03:00;7;803
495102;Shedok;2018-10-26 22:53:10+03:00;6;500
495412;Shcheglovo;2018-10-26 22:53:11+03:00;2;803
495470;Shaygino;2018-10-26 22:53:11+03:00;0;803
495532;Shatsk;2018-10-26 22:53:11+03:00;0;803
495575;Shatalovo;2018-10-26 22:53:11+03:00;2;804
495619;Sharya;2018-10-26 22:48:50+03:00;0;804
495688;Sharkan;2018-10-26 22:53:11+03:00;2;804
495767;Sharanga;2018-10-26 22:53:12+03:00;0;802
495891;Shamkhal-Termen;2018-10-26 22:53:12+03:00;10;803
495893;Shamkhal;2018-10-26 22:53:12+03:00;10;803
495904;Shamary;2018-10-26 22:53:13+03:00;4;804
495915;Shalya;2018-10-26 22:53:13+03:00;3;803
495922;Shalskiy;2018-10-26 22:53:13+03:00;2;803
495969;Shalazhi;2018-10-26 22:53:13+03:00;5;802
495983;Shalakusha;2018-10-26 22:53:14+03:00;0;804
496023;Shakhta;2018-10-26 22:53:14+03:00;3;500
496097;Shafranovo;2018-10-26 22:53:14+03:00;3;803
496158;Shablykino;2018-10-26 22:50:58+03:00;-1;803
496159;Shablykino;2018-10-26 22:53:14+03:00;1;803
496204;Shaami-Yurt;2018-10-26 22:53:15+03:00;5;802
496290;Tretiy Severnyy;2018-10-26 22:53:15+03:00;4;800
496307;Severnyy-Kospashskiy;2018-10-26 22:53:15+03:00;3;500
496346;Severnyy;2018-10-26 22:53:16+03:00;0;804
496358;Severnyy;2018-10-26 22:53:16+03:00;4;803
496381;Severnoye;2018-10-26 22:53:16+03:00;4;500
496503;Seshcha;2018-10-26 22:53:16+03:00;1;500
496505;Serzhen-Yurt;2018-10-26 22:53:17+03:00;6;500
496564;Sernovodsk;2018-10-26 22:53:17+03:00;2;802
496568;Sernovodsk;2018-10-26 22:53:17+03:00;1;800
496859;Seredka;2018-10-26 22:53:17+03:00;1;801
496869;Seredeyskiy;2018-10-26 22:53:18+03:00;1;803
496879;Serebryanyye Prudy;2018-10-26 22:53:18+03:00;0;804
496954;Serafimovskiy;2018-10-26 22:53:18+03:00;2;800
497019;Sennoy;2018-10-26 22:53:18+03:00;2;803
497211;Semiletka;2018-10-26 22:53:19+03:00;3;803
497661;Selizharovo;2018-10-26 22:53:19+03:00;1;804
497764;Selishche;2018-10-26 22:53:19+03:00;1;803
497826;Selezni;2018-10-26 22:53:19+03:00;1;803
497971;Sedkyrkeshch;2018-10-26 22:53:20+03:00;0;804
497984;Sechenovo;2018-10-26 22:53:20+03:00;0;803
497995;Sebrovo;2018-10-26 22:53:20+03:00;2;804
498001;Sebezh;2018-10-26 22:53:20+03:00;2;803
498035;Sazonovo;2018-10-26 22:53:20+03:00;-3;800
498064;Sazhi;2018-10-26 22:51:12+03:00;9;803
498093;Saygatovo;2018-10-26 22:49:08+03:00;2;800
498264;Savino;2018-10-26 22:53:21+03:00;1;803
498295;Savinka;2018-10-26 22:53:21+03:00;0;801
498337;Savelíyevo;2018-10-26 22:48:44+03:00;2;800
498366;Savasleyka;2018-10-26 22:53:21+03:00;0;803
498421;Satis;2018-10-26 22:53:21+03:00;0;804
498430;Satinka;2018-10-26 22:53:21+03:00;0;803
498437;Sasykoli;2018-10-26 22:53:22+03:00;2;800
498501;Sars;2018-10-26 22:53:22+03:00;4;804
498538;Sarmakovo;2018-10-26 22:53:22+03:00;5;803
498696;Sarany;2018-10-26 22:53:22+03:00;2;500
498698;Saransk;2018-10-26 22:49:15+03:00;0;804
498711;Sarai;2018-10-26 22:53:22+03:00;0;804
498760;Sapozhok;2018-10-26 22:53:23+03:00;0;804
498785;Sapernoye;2018-10-26 22:53:23+03:00;-2;801
498817;Saint Petersburg;2018-10-26 22:48:36+03:00;2;803
498856;Sandovo;2018-10-26 22:53:23+03:00;-2;800
498904;Samur;2018-10-26 22:53:23+03:00;11;500
498956;Samoylovka;2018-10-26 22:53:23+03:00;2;500
499025;Samoded;2018-10-26 22:53:24+03:00;1;500
499040;Sambek;2018-10-26 22:53:24+03:00;4;803
499051;Samashki;2018-10-26 22:48:42+03:00;5;802
499228;Salmi;2018-10-26 22:53:24+03:00;1;800
499342;Sakmara;2018-10-26 22:53:24+03:00;3;800
499363;Sakharovo;2018-10-26 22:53:24+03:00;0;802
499404;Sagopshi;2018-10-26 22:53:25+03:00;0;800
499439;Safonovo;2018-10-26 22:53:25+03:00;-1;620
499452;Safonovo;2018-10-26 22:48:36+03:00;1;500
499528;Sadovoye;2018-10-26 22:53:25+03:00;0;803
499539;Sadovoy;2018-10-26 22:51:08+03:00;9;801
499649;Sabnova;2018-10-26 22:53:25+03:00;4;500
499778;Rzhanitsa;2018-10-26 22:53:25+03:00;1;803
499782;Rzhaksa;2018-10-26 22:53:26+03:00;1;803
499811;Ryzdvyanyy;2018-10-26 22:53:26+03:00;7;802
500023;Rybatskiy;2018-10-26 22:48:34+03:00;4;801
500184;Ryabovo;2018-10-26 22:53:26+03:00;2;803
500316;Rutul;2018-10-26 22:53:26+03:00;10;520
500502;Ruskeala;2018-10-26 22:53:26+03:00;-3;800
500667;Rudnya;2018-10-26 22:53:27+03:00;2;804
500695;Rudnichnyy;2018-10-26 22:53:27+03:00;0;803
500996;Rozhdestveno;2018-10-26 22:53:27+03:00;2;803
501012;Rozhdestveno;2018-10-26 22:53:27+03:00;1;800
501027;Rozhdestveno;2018-10-26 22:53:27+03:00;5;802
501043;Rozhdestvenskiy;2018-10-26 22:48:57+03:00;9;803
501091;Rovnoye;2018-10-26 22:53:28+03:00;4;804
501165;Rostovskaya Oblastí;2018-10-26 22:48:59+03:00;7;804
501187;Rostokino;2018-10-26 22:50:57+03:00;1;800
501287;Roshni-Chu;2018-10-26 22:53:28+03:00;5;802
501296;Roshchino;2018-10-26 22:49:19+03:00;2;803
501349;Romodanovo;2018-10-26 22:53:28+03:00;0;803
501440;Romanovka;2018-10-26 22:53:28+03:00;2;803
501468;Romanovka;2018-10-26 22:53:29+03:00;1;803
501616;Rogovatoye;2018-10-26 22:53:29+03:00;2;500
501625;Rognedino;2018-10-26 22:53:29+03:00;1;500
501716;Rodnikovskaya;2018-10-26 22:53:29+03:00;8;803
501732;Rodniki;2018-10-26 22:53:30+03:00;1;800
501775;Rodionovo-Nesvetaiskoye;2018-10-26 22:53:30+03:00;4;801
501847;Rochegda;2018-10-26 22:48:37+03:00;0;804
502010;Revda;2018-10-26 22:53:30+03:00;0;803
502018;Reutov;2018-10-26 22:48:39+03:00;1;803
502069;Reshetnikovo;2018-10-26 22:48:42+03:00;0;803
502124;Repnoye;2018-10-26 22:53:30+03:00;2;804
502131;Repnikovo;2018-10-26 22:50:56+03:00;1;800
502145;Repino;2018-10-26 22:53:30+03:00;2;803
502265;Redkino;2018-10-26 22:53:31+03:00;0;803
502423;Razliv;2018-10-26 22:53:31+03:00;2;803
502622;Ratmirovo;2018-10-26 22:50:58+03:00;2;800
502797;Rasshevatskaya;2018-10-26 22:53:31+03:00;8;804
502895;Ramon;2018-10-26 22:53:31+03:00;1;803
502903;Rameshki;2018-10-26 22:53:31+03:00;-1;803
502965;Ramenskoye;2018-10-26 22:53:32+03:00;1;800
503067;Rakitnoye;2018-10-26 22:53:32+03:00;4;803
503210;Radovitskiy;2018-10-26 22:53:32+03:00;-1;803
503248;Raditsa-Krylovka;2018-10-26 22:53:32+03:00;1;803
503254;Radishchevo;2018-10-26 22:53:33+03:00;0;800
503281;Radchenko;2018-10-26 22:53:33+03:00;0;803
503401;Pyshchug;2018-10-26 22:53:33+03:00;0;804
503428;Pyra;2018-10-26 22:53:33+03:00;1;804
503479;Pyatovskiy;2018-10-26 22:53:33+03:00;1;804
503499;Pyatnitskoye;2018-10-26 22:53:34+03:00;0;500
503682;Putyatino;2018-10-26 22:53:34+03:00;0;804
503761;Putilkovo;2018-10-26 22:50:52+03:00;1;800
503772;Puteyets;2018-10-26 22:53:34+03:00;0;804
503965;Pushkinskiye Gory;2018-10-26 22:53:34+03:00;2;803
503978;Pushkino;2018-10-26 22:48:46+03:00;1;800
504187;Puksoozero;2018-10-26 22:53:34+03:00;0;804
504280;Pudem;2018-10-26 22:53:35+03:00;0;803
504317;Psyzh;2018-10-26 22:53:35+03:00;4;500
504327;Psygansu;2018-10-26 22:53:35+03:00;7;803
504371;Pshekhskaya;2018-10-26 22:53:35+03:00;9;801
504388;Psedakh;2018-10-26 22:53:35+03:00;0;800
504391;Psebay;2018-10-26 22:53:36+03:00;6;500
504416;Pryamitsyno;2018-10-26 22:53:36+03:00;3;803
504459;Prudy;2018-10-26 22:53:36+03:00;0;803
504717;Pronsk;2018-10-26 22:53:36+03:00;0;803
504806;Proletarskiy;2018-10-26 22:53:46+03:00;4;803
504840;Proletariy;2018-10-26 22:53:46+03:00;2;500
504849;Prokurovka;2018-10-26 22:49:08+03:00;2;804
504994;Prochnookopskaya;2018-10-26 22:53:46+03:00;8;804
505019;Priyutnoye;2018-10-26 22:53:46+03:00;7;500
505129;Priupskiy;2018-10-26 22:53:47+03:00;0;803
505154;Pristen;2018-10-26 22:53:47+03:00;3;803
505269;Primorsk;2018-10-26 22:53:47+03:00;-3;800
505271;Primorsk;2018-10-26 22:53:47+03:00;4;804
505279;Primalkinskoye;2018-10-26 22:53:47+03:00;7;803
505345;Prikubanskiy;2018-10-26 22:53:48+03:00;8;804
505376;Prigorodnyy;2018-10-26 22:53:48+03:00;3;800
505386;Prigorodnoye;2018-10-26 22:53:48+03:00;5;802
505421;Pridonskoy;2018-10-26 22:49:23+03:00;1;803
505538;Pregradnoye;2018-10-26 22:53:48+03:00;8;500
505558;Prechistoye;2018-10-26 22:53:48+03:00;0;803
505581;Pravokumskoye;2018-10-26 22:53:49+03:00;4;801
505597;Pravdinskiy;2018-10-26 22:50:57+03:00;1;800
505641;Praskoveya;2018-10-26 22:53:49+03:00;4;801
505665;Pozhva;2018-10-26 22:53:49+03:00;4;500
505795;Poyakonda;2018-10-26 22:53:49+03:00;1;800
505820;Povenets;2018-10-26 22:53:49+03:00;0;803
506029;Poshekhonye;2018-10-26 22:53:50+03:00;-2;801
506123;Poselki;2018-10-26 22:53:50+03:00;-1;801
506188;Port-Katon;2018-10-26 22:53:50+03:00;6;800
506232;Porosozero;2018-10-26 22:53:50+03:00;-1;801
506278;Porkhov;2018-10-26 22:53:50+03:00;1;500
506286;Poretskoye;2018-10-26 22:53:51+03:00;-1;803
506291;Porechye-Rybnoye;2018-10-26 22:53:51+03:00;1;804
506320;Poputnaya;2018-10-26 22:53:51+03:00;5;500
506596;Ponyri Vtoryye;2018-10-26 22:53:51+03:00;3;803
506612;Pontonnyy;2018-10-26 22:53:51+03:00;2;803
506680;Ponezhukay;2018-10-26 22:53:52+03:00;9;801
506696;Ponazyrevo;2018-10-26 22:53:52+03:00;0;803
507065;Polovina;2018-10-26 22:59:54+03:00;0;803
507079;Polotnyanyy Zavod;2018-10-26 22:53:52+03:00;1;804
507421;Pokrovskoye;2018-10-26 22:53:52+03:00;1;804
507427;Pokrovskoye;2018-10-26 22:53:52+03:00;4;801
507464;Pokrovskoye;2018-10-26 22:53:53+03:00;6;500
507479;Pokrovo-Prigorodnoye;2018-10-26 22:53:53+03:00;1;803
507612;Pokoynoye;2018-10-26 22:53:53+03:00;4;801
507614;Pokoyevo;2018-10-26 22:48:44+03:00;2;800
507643;Poim;2018-10-26 22:53:53+03:00;0;804
507875;Pogar;2018-10-26 22:53:53+03:00;2;804
507899;Podyuga;2018-10-26 22:53:54+03:00;0;803
508068;Podosinovets;2018-10-26 22:53:54+03:00;0;804
508167;Podmoklovo;2018-10-26 23:00:00+03:00;2;800
508216;Podlesnyy;2018-10-26 22:53:54+03:00;0;803
508237;Podlesnoye;2018-10-26 22:53:54+03:00;4;804
508257;Podkumskiy;2018-10-26 22:53:54+03:00;4;801
508273;Podkletnoye;2018-10-26 22:53:55+03:00;1;803
508311;Podgorodnyaya Pokrovka;2018-10-26 22:53:55+03:00;3;800
508362;Podgornoye;2018-10-26 22:53:55+03:00;1;803
508366;Podgornoye;2018-10-26 22:53:55+03:00;1;802
508390;Podgornaya;2018-10-26 22:53:56+03:00;4;801
508394;Podgorenskiy;2018-10-26 22:53:56+03:00;1;802
508441;Poddorye;2018-10-26 22:53:56+03:00;0;801
508635;Pochinki;2018-10-26 22:53:56+03:00;0;803
508743;Plyussa;2018-10-26 22:53:56+03:00;0;802
509017;Pleshanovo;2018-10-26 22:53:57+03:00;4;804
509026;Plesetsk;2018-10-26 22:53:57+03:00;1;804
509104;Platonovka;2018-10-26 22:53:57+03:00;0;803
509139;Planovskoye;2018-10-26 22:53:57+03:00;7;803
509176;Pizhma;2018-10-26 22:53:57+03:00;0;803
509184;Pizhanka;2018-10-26 22:53:58+03:00;0;803
509269;Piterka;2018-10-26 22:53:58+03:00;0;800
509273;Pitelino;2018-10-26 22:53:58+03:00;0;804
509401;Pirogovo;2018-10-26 22:53:58+03:00;2;803
509451;Pinyug;2018-10-26 22:53:58+03:00;0;804
509475;Pinerovka;2018-10-26 22:53:59+03:00;2;804
509483;Pinega;2018-10-26 22:53:59+03:00;1;500
509487;Pindushi;2018-10-26 22:53:59+03:00;0;803
509538;Pilna;2018-10-26 22:53:59+03:00;0;803
509649;Pichayevo;2018-10-26 22:54:00+03:00;1;804
509820;Petrozavodsk;2018-10-26 22:48:43+03:00;1;800
509850;Petrovskoye;2018-10-26 22:54:00+03:00;0;803
509905;Petrovsko-Razumovskoye;2018-10-26 22:59:56+03:00;1;800
509926;Petrovskiy;2018-10-26 22:54:00+03:00;0;803
509985;Petrovskaya;2018-10-26 22:54:00+03:00;9;801
510172;Petropavlovskaya;2018-10-26 22:54:00+03:00;5;802
510291;Peterhof;2018-10-26 22:48:36+03:00;2;803
510342;Pestretsy;2018-10-26 22:54:00+03:00;2;802
510410;Pesochnyy;2018-10-26 22:54:01+03:00;2;803
510442;Pesochnoye;2018-10-26 22:54:01+03:00;0;803
510473;Peskovka;2018-10-26 22:54:01+03:00;0;804
510512;Peski;2018-10-26 22:54:01+03:00;2;800
510539;Peshkovo;2018-10-26 22:54:01+03:00;6;801
510814;Pervomayskoye;2018-10-26 22:54:02+03:00;2;803
510842;Pervomayskoye;2018-10-26 22:54:02+03:00;4;801
510878;Pervomayskiy;2018-10-26 22:54:02+03:00;1;804
510899;Pervomayskiy;2018-10-26 22:54:02+03:00;0;803
510911;Pervomayskiy;2018-10-26 22:54:02+03:00;0;801
510934;Urochishche Pervomayskoye;2018-10-26 22:54:03+03:00;3;800
510997;Pervomayskaya;2018-10-26 22:54:03+03:00;5;802
511012;Pervoavgustovskiy;2018-10-26 22:54:03+03:00;2;803
511153;Perovo;2018-10-26 22:50:54+03:00;1;803
511264;Pereyaslovskaya;2018-10-26 22:54:03+03:00;9;804
511291;Perevolotskiy;2018-10-26 22:54:03+03:00;4;804
511386;Perepravnaya;2018-10-26 22:54:04+03:00;6;500
511400;Peremyshl;2018-10-26 22:54:04+03:00;1;803
511416;Perelyub;2018-10-26 22:54:04+03:00;5;804
511435;Pereleshinskiy;2018-10-26 22:54:04+03:00;1;803
511437;Pereleshino;2018-10-26 22:54:05+03:00;1;803
511495;Peredovaya;2018-10-26 22:54:05+03:00;5;500
511592;Peno;2018-10-26 22:54:05+03:00;1;803
511707;Pelagiada;2018-10-26 22:54:05+03:00;7;802
511865;Pechenga;2018-10-26 22:49:25+03:00;0;621
511877;Pebozero;2018-10-26 22:59:55+03:00;0;803
512027;Pavlovskiy;2018-10-26 22:54:05+03:00;3;804
512047;Pavlovskaya;2018-10-26 22:49:18+03:00;2;803
512052;Pavlovsk;2018-10-26 22:54:06+03:00;2;803
512063;Pavlovo;2018-10-26 22:54:06+03:00;2;803
512109;Pavlovka;2018-10-26 22:54:06+03:00;3;804
512133;Pavlovka;2018-10-26 22:54:06+03:00;-1;801
512152;Pavlovka;2018-10-26 22:54:06+03:00;0;803
512217;Pavlodolskaya;2018-10-26 22:54:07+03:00;4;802
512247;Pavino;2018-10-26 22:54:07+03:00;0;804
512255;Pavelets;2018-10-26 22:54:07+03:00;0;803
512413;Pashiya;2018-10-26 22:54:07+03:00;4;804
512471;Partizan;2018-10-26 22:54:07+03:00;0;803
512524;Parma;2018-10-26 22:54:08+03:00;0;804
512576;Parfenyevo;2018-10-26 22:54:08+03:00;0;803
512607;Paraul;2018-10-26 22:54:08+03:00;10;803
512618;Paranga;2018-10-26 22:54:08+03:00;0;803
512670;Papayevo;2018-10-26 22:51:06+03:00;1;803
512861;Panino;2018-10-26 22:54:09+03:00;1;803
512947;Pamyat Parizhskoy Kommuny;2018-10-26 22:54:09+03:00;1;804
513309;Pachelma;2018-10-26 22:54:09+03:00;0;803
513406;Ozersk;2018-10-26 22:54:09+03:00;6;803
513426;Ozernyy;2018-10-26 22:54:09+03:00;1;500
513632;Oynolovo;2018-10-26 22:51:51+03:00;2;803
513633;Oynashniyemi;2018-10-26 22:48:44+03:00;0;803
513760;Overyata;2018-10-26 22:54:10+03:00;5;803
513878;Otrado-Kubanskoye;2018-10-26 22:54:10+03:00;8;803
513921;Otrada;2018-10-26 22:50:55+03:00;2;800
513970;Otkaznoye;2018-10-26 22:54:10+03:00;4;801
514052;Ostrovskoye;2018-10-26 22:54:10+03:00;-1;801
514178;Ostrov;2018-10-26 22:50:57+03:00;1;800
514246;Oster;2018-10-26 22:54:11+03:00;1;500
514255;Ostashkovo;2018-10-26 22:59:54+03:00;1;800
514460;Osinovo;2018-10-26 22:54:11+03:00;2;802
514572;Osinki;2018-10-26 22:54:11+03:00;1;800
514679;Oselki;2018-10-26 22:54:11+03:00;2;803
514719;Orudyevo;2018-10-26 22:54:11+03:00;2;800
514744;Orsha;2018-10-26 22:54:12+03:00;0;802
514801;Orlovskaya Oblastí;2018-10-26 22:51:05+03:00;2;804
514833;Orlovo;2018-10-26 22:54:12+03:00;1;803
514906;Orlovka;2018-10-26 22:54:12+03:00;6;803
515012;Orel;2018-10-26 22:49:08+03:00;2;804
515082;Ordzhonikidzevskiy;2018-10-26 22:54:12+03:00;-4;801
515109;Oranzherei;2018-10-26 22:54:13+03:00;7;800
515155;Opochka;2018-10-26 22:54:13+03:00;2;803
515161;Opechenskiy Posad;2018-10-26 22:54:13+03:00;0;802
515175;Oparino;2018-10-26 22:54:13+03:00;0;804
515246;Onega;2018-10-26 22:51:10+03:00;1;803
515309;Olym;2018-10-26 22:54:14+03:00;1;500
515403;Olonets;2018-10-26 22:54:14+03:00;-3;800
515539;Olkhovatka;2018-10-26 22:54:14+03:00;1;801
515558;Olgino;2018-10-26 22:54:14+03:00;2;803
515583;Olginskaya;2018-10-26 22:54:14+03:00;9;800
515612;Olginka;2018-10-26 22:54:15+03:00;5;801
515687;Olenino;2018-10-26 22:54:15+03:00;1;804
515698;Olenegorsk;2018-10-26 22:51:02+03:00;0;803
515771;Okulovka;2018-10-26 22:54:15+03:00;0;803
515804;Tsotsin-Yurt;2018-10-26 22:49:23+03:00;6;500
515805;Oktyabrskoye;2018-10-26 22:54:15+03:00;2;802
515879;Oktyabrskiy;2018-10-26 22:51:10+03:00;2;800
515966;Oksovskiy;2018-10-26 22:54:15+03:00;1;804
516306;Obukhovo;2018-10-26 22:50:54+03:00;1;800
516342;Obsharovka;2018-10-26 22:54:19+03:00;0;800
516454;Oblivskaya;2018-10-26 22:54:19+03:00;3;500
516730;Nuradilovo;2018-10-26 22:54:19+03:00;6;500
516780;Nozhay-Yurt;2018-10-26 22:54:19+03:00;6;500
516801;Novyy Yegorlyk;2018-10-26 22:54:19+03:00;8;500
516981;Novyy Krugozor;2018-10-26 22:48:58+03:00;-10;800
517009;Novyy Karachay;2018-10-26 22:54:20+03:00;-4;801
517144;Novyye Gorki;2018-10-26 22:54:20+03:00;1;804
517172;Novyye Burasy;2018-10-26 22:54:20+03:00;3;800
517191;Novyye Atagi;2018-10-26 22:54:20+03:00;5;802
517218;Novyy Buyan;2018-10-26 22:54:21+03:00;5;802
517503;Novoye Leushino;2018-10-26 22:54:21+03:00;1;804
517577;Novoye Devyatkino;2018-10-26 22:54:24+03:00;2;803
517698;Novovyazniki;2018-10-26 22:54:24+03:00;0;803
517725;Novovelichkovskaya;2018-10-26 22:54:24+03:00;9;801
517744;Novoutkinsk;2018-10-26 22:54:28+03:00;3;802
517767;Novoukrainskoye;2018-10-26 22:54:28+03:00;8;804
517813;Novotroitskaya;2018-10-26 22:54:28+03:00;7;802
517897;Novospasskoye;2018-10-26 22:54:28+03:00;-1;800
517926;Novosmolinskiy;2018-10-26 22:54:28+03:00;1;804
517958;Novosheshminsk;2018-10-26 22:54:29+03:00;1;804
517959;Novoshcherbinovskaya;2018-10-26 22:54:29+03:00;9;800
517982;Novosergiyevka;2018-10-26 22:54:29+03:00;2;803
517992;Novosemeykino;2018-10-26 22:54:29+03:00;5;802
518041;Novoselítsevo;2018-10-26 22:59:54+03:00;1;800
518209;Novoselitskoye;2018-10-26 22:54:29+03:00;4;801
518246;Novorudnyy;2018-10-26 22:54:30+03:00;10;803
518310;Novo-Pokrovskoye;2018-10-26 22:49:12+03:00;7;800
518333;Novopokrovka;2018-10-26 22:54:30+03:00;0;803
